order_id,service_category,delivery_type,origin_node_type,origin_node_name,origin_operator,dest_node_type,final_carrier,num_ops,num_processes,num_legs,num_transfers,has_crossdocking,has_first_mile,num_operators,total_span_hours,picking_window_hours,total_process_time_mins,complexity_score,short_picking_window,anomalous_span,complex_route,seller_origin,span_ratio
FOFCL000028469385,REGULAR,HOME_DELIVERY,SELLER,MYSHOPGSC-SCB52ECBD5867B5,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,6,3,3,2,True,True,1,26.0,1.0,360,70,True,False,False,True,0.7647058823529411
FOFCL000028469333,DATE_RANGE,HOME_DELIVERY,SELLER,KITCHEN-ITGSC-SCDD5EDE4E2817C,SELLER,THREE_PL_HUB,BLUEEXPRESS,6,3,3,2,True,True,2,541.0,1.0,2070,75,True,False,False,True,1.8215488215488216
FOFCL000028469374,REGULAR,HOME_DELIVERY,SELLER,CRUSECGSC-SC59EC8EA3FDE28,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,27.0,1.0,300,70,True,False,False,True,0.7941176470588235
FOFCL000028469324,MESON,COLLECT,SELLER,SHOP E HOMEGSC-SCDB82DA605E29D,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,1.0,420,105,True,False,True,True,1.0769230769230769
FOFCL000028469589,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA FBY BT,HOME DELIVERY CORP,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,73.02,10.02,150,20,False,False,False,False,2.1476470588235292
FOFCL000028469346,MESON,COLLECT,SELLER,MAUI AND SONSGSC-SC2AD35F5AFB18E,SELLER,PICKUP_POINT,CHILEXPRESS,8,4,4,3,True,True,2,50.17,1.0,600,105,True,False,True,True,1.9296153846153847
FOFCL000028469435,REGULAR,HOME_DELIVERY,SELLER,BESTMARTGSC-SC8CF029BB28525,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,50.0,1.0,300,70,True,False,False,True,1.4705882352941178
FOFCL000028469458,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,SODIMAC,6,3,3,2,True,True,2,36.17,13.0,450,60,False,False,False,False,1.3911538461538462
FOFCL000027944155,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA LOF3 - 9992,FALABELLA,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,26.0,15.98,240,20,False,False,False,False,0.7647058823529411
FOFCL000028469347,DATE_RANGE,HOME_DELIVERY,SELLER,IMPORTCLICKGSC-SCC50C3EB18A6AB,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,2,36.5,6.0,840,35,False,False,False,True,0.12289562289562289
FOFCL000028469527,MESON,COLLECT,SELLER,PERFUMERÃA MILAGROSGSC-SC552E7B72F3143,SELLER,PICKUP_POINT,CHILEXPRESS,8,4,4,3,True,True,2,50.02,4.0,780,100,False,False,True,True,1.923846153846154
FOFCL000028469336,MESON,COLLECT,STORE,FALABELLA LOS ÃNGELES,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028469417,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,58.0,5.0,330,20,False,False,False,False,1.7058823529411764
FOFCL000028469391,DATE_RANGE,HOME_DELIVERY,SELLER,TOPSTOREONEGSC-SC86F5C3A2F46E3,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,2,36.5,6.0,840,35,False,False,False,True,0.12289562289562289
FOFCL000028469338,REGULAR,HOME_DELIVERY,SELLER,BUILDER BRANDSGSC-SCE805D0FF75750,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,27.0,1.0,240,35,True,False,False,True,0.7941176470588235
FOFCL000028469365,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA FBY BT,HOME DELIVERY CORP,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.02,15.0,150,20,False,False,False,False,0.7358823529411764
FOFCL000028469544,MESON,COLLECT,STORE,FALABELLA SAN FERNANDO,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028469373,REGULAR,HOME_DELIVERY,STORE,FALABELLA GRIS LOS DOMINICOS,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,63.02,7.0,300,20,False,False,False,False,1.8535294117647059
FOFCL000028469438,REGULAR,HOME_DELIVERY,SELLER,E&B COMPAÃ‘IAGSC-SCC29B958BEC6E2,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,50.0,1.0,210,70,True,False,False,True,1.4705882352941178
FOFCL000028469354,DATE_RANGE,HOME_DELIVERY,SELLER,CELLSTOREGSC-SCB27B28A5C191F,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,1,60.5,8.0,960,30,False,False,False,True,0.2037037037037037
FOFCL000028469364,MESON,COLLECT,SELLER,TELOTENEMOSGSC-SCFF63A090E87C4,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,4.0,600,100,False,False,True,True,1.0769230769230769
FOFCL000028469362,REGULAR,HOME_DELIVERY,SELLER,PILLINGSC-SC5A59DBCB406A0,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,51.0,1.0,300,70,True,False,False,True,1.5
FOFCL000028469445,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA FBY BT,HOME DELIVERY CORP,WAREHOUSE,HOME DELIVERY CORP,2,1,1,0,False,False,1,36.02,16.5,90,0,False,False,False,False,1.0594117647058825
FOFCL000028469356,DATE_RANGE,HOME_DELIVERY,SELLER,ACER TIENDA OFICIALGSC-SC0D2143C858328,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,1,36.5,8.0,960,30,False,False,False,True,0.12289562289562289
FOFCL000028469430,REGULAR,HOME_DELIVERY,SELLER,GRUPO HUMBOLDT SPAGSC-SC0B331D4C72796,SELLER,THREE_PL_HUB,CHILEXPRESS,4,2,2,1,False,True,2,36.5,6.0,420,35,False,False,False,True,1.0735294117647058
FOFCL000028469334,MESON,COLLECT,SELLER,MKR S.AGSC-SC5D18F67716BA0,SELLER,PICKUP_POINT,BLUEEXPRESS,6,3,3,2,True,True,1,25.52,8.0,840,65,False,False,False,True,0.9815384615384615
FOFCL000028469345,MESON,COLLECT,SELLER,COSMETICGSC-SC55CFB768F9346,SELLER,PICKUP_POINT,CHILEXPRESS,8,4,4,3,True,True,2,51.17,1.0,600,105,True,False,True,True,1.968076923076923
FOFCL000028469389,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA LOF3 - 9992,FALABELLA,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,50.0,15.98,240,20,False,False,False,False,1.4705882352941178
FOFCL000028469357,MESON,COLLECT,SELLER,CHILE UPGSC-SC1FC2D068B2C50,SELLER,STORE,SODIMAC,10,5,5,4,True,True,2,76.17,1.0,540,125,True,False,True,True,2.9296153846153845
FOFCL000028469400,MESON,COLLECT,STORE,FALABELLA MALL PLAZA TOBALABA,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,11.0,1.0,60,5,True,False,False,False,0.4230769230769231
FOFCL000028469339,MESON,COLLECT,SELLER,ESTOYKUKUGSC-SC880E1874E16BB,SELLER,PICKUP_POINT,HOME DELIVERY CORP,10,5,5,4,True,True,2,51.0,1.0,540,125,True,False,True,True,1.9615384615384615
FOFCL000028469380,REGULAR,HOME_DELIVERY,SELLER,FORUS S.A.GSC-SC9DEBAE01EF484,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,26.0,8.0,720,65,False,False,False,True,0.7647058823529411
FOFCL000028469388,REGULAR,HOME_DELIVERY,SELLER,BUCANERAS SPAGSC-SCB63508FC671D5,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.17,8.0,660,30,False,False,False,True,0.7402941176470589
FOFCL000028253191,MESON,COLLECT,STORE,FALABELLA PLAZA EGAÃ‘A,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028413930,MESON,COLLECT,STORE,FALABELLA SAN FERNANDO,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028469461,REGULAR,HOME_DELIVERY,SELLER,TOMMY HILFIGERGSC-SC8D783BC2A0964,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.17,8.0,660,30,False,False,False,True,0.7402941176470589
FOFCL000028469367,REGULAR,HOME_DELIVERY,SELLER,COSMETICGSC-SC55CFB768F9346,SELLER,SELLER,FALAFLEX,2,1,1,0,False,False,1,11.98,1.0,60,15,True,False,False,True,0.3523529411764706
FOFCL000028469349,DATE_RANGE,HOME_DELIVERY,SELLER,BLWOENSGSC-SC7016585414FBF,SELLER,CROSSDOCK_HUB,COURIER INTERNACIONAL,4,2,2,1,False,True,2,249.02,70.0,11400,35,False,False,False,True,0.8384511784511784
FOFCL000028469381,MESON,COLLECT,SELLER,MAXCHILE LTDAGSC-SC4469F31AA91D0,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,1.0,480,105,True,False,True,True,1.0769230769230769
FOFCL000028469379,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,2,33.17,27.0,450,25,False,False,False,False,0.9755882352941176
FOFCL000028469372,MESON,COLLECT,SELLER,HEAD CHILEGSC-SC6EC35262F51C7,SELLER,STORE,SODIMAC,8,4,4,3,True,True,3,52.17,6.0,720,100,False,False,True,True,2.0065384615384616
FOFCL000028464005,MESON,COLLECT,STORE,FALABELLA IQUIQUE,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028469630,MESON,COLLECT,SELLER,BIZA.CLGSC-SC77BD1D65D5FEC,SELLER,PICKUP_POINT,CHILEXPRESS,8,4,4,3,True,True,2,50.17,8.0,1020,100,False,False,True,True,1.9296153846153847
FOFCL000028469441,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA FBY BT,HOME DELIVERY CORP,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.02,15.0,150,20,False,False,False,False,0.7358823529411764
FOFCL000028469387,REGULAR,HOME_DELIVERY,SELLER,POLEMICGSC-SCD58D011A98CA3,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,26.17,1.0,240,35,True,False,False,True,0.7697058823529412
FOFCL000028469444,MESON,COLLECT,SELLER,SILK PERFUMESGSC-SCC41C79FD6C61D,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,52.0,1.0,420,105,True,False,True,True,2.0
FOFCL000028469383,REGULAR,HOME_DELIVERY,STORE,FALABELLA PLAZA OESTE,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,63.18,8.0,300,20,False,False,False,False,1.858235294117647
FOFCL000028469390,MESON,COLLECT,SELLER,JOKIGSC-SCD5EDE17E7298D,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,8.0,840,100,False,False,True,True,1.0769230769230769
FOFCL000028469420,REGULAR,HOME_DELIVERY,SELLER,ROSENGSC-SC02A285AC91B39,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,26.0,8.0,630,65,False,False,False,True,0.7647058823529411
FOFCL000028469377,MESON,COLLECT,SELLER,BJ HOGARGSC-SC863D618A763E7,SELLER,PICKUP_POINT,MALL PLAZA,6,3,3,2,True,True,2,28.17,8.0,780,70,False,False,False,True,1.0834615384615385
FOFCL000028469652,DATE_RANGE,HOME_DELIVERY,SELLER,WATER. CLGSC-SCFFFFA0441303F,SELLER,CROSSDOCK_HUB,COURIER INTERNACIONAL,4,2,2,1,False,True,2,249.02,70.0,11400,35,False,False,False,True,0.8384511784511784
FOFCL000028469608,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,FALABELLA,6,3,3,2,True,True,2,36.0,25.0,450,60,False,False,False,False,1.3846153846153846
FOFCL000028469396,MESON,COLLECT,SELLER,OFERTASIEMPREGSC-SC4EC597AA0F7E1,SELLER,PICKUP_POINT,HOME DELIVERY CORP,10,5,5,4,True,True,2,27.0,1.0,540,125,True,False,True,True,1.0384615384615385
FOFCL000028469403,MESON,COLLECT,SELLER,DPG CHILEGSC-SCD26801355247F,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,52.0,8.0,840,100,False,False,True,True,2.0
FOFCL000028469402,REGULAR,HOME_DELIVERY,SELLER,PANGUITOYSGSC-SC6706638FD5642,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,6,3,3,2,True,True,1,50.0,1.0,360,70,True,False,False,True,1.4705882352941178
FOFCL000028469394,MESON,COLLECT,SELLER,TODOPIELGSC-SCA57B7725087C9,SELLER,PICKUP_POINT,CHILEXPRESS,8,4,4,3,True,True,2,74.17,4.0,780,100,False,False,True,True,2.852692307692308
FOFCL000028469428,REGULAR,HOME_DELIVERY,STORE,FALABELLA GRIS PLAZA OESTE,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,39.18,8.0,300,20,False,False,False,False,1.1523529411764706
FOFCL000028469453,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,FALABELLA,6,3,3,2,True,True,2,36.0,25.0,450,60,False,False,False,False,1.3846153846153846
FOFCL000028469454,MESON,COLLECT,STORE,FALABELLA PLAZA VESPUCIO,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028469433,REGULAR,HOME_DELIVERY,STORE,FALABELLA PARQUE ARAUCO,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,2,63.18,8.0,300,25,False,False,False,False,1.858235294117647
FOFCL000028469407,REGULAR,HOME_DELIVERY,SELLER,MAIGASGSC-SCF737BCA827F8D,SELLER,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,36.02,2.0,210,35,True,False,False,True,1.0594117647058825
FOFCL000028469416,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,FALABELLA,6,3,3,2,True,True,2,36.0,27.0,570,60,False,False,False,False,1.3846153846153846
FOFCL000028469410,REGULAR,HOME_DELIVERY,SELLER,SAMSUNGGSC-SC3BAC60CA5B790,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,21.17,1.0,240,35,True,False,False,True,0.6226470588235294
FOFCL000028469425,MESON,COLLECT,SELLER,GLOBAL TRADE NE SPAGSC-SCD790E119EF5BF,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,8.0,840,100,False,False,True,True,1.0769230769230769
FOFCL000028469492,MESON,COLLECT,STORE,FALABELLA MALL COPIAPÃ“,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028469413,REGULAR,HOME_DELIVERY,SELLER,LG ELECTRONICSGSC-SC25D1E8C07AFC4,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,50.0,8.0,630,65,False,False,False,True,1.4705882352941178
FOFCL000028469426,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA FBY BT,HOME DELIVERY CORP,WAREHOUSE,HOME DELIVERY CORP,2,1,1,0,False,False,1,36.02,16.5,90,0,False,False,False,False,1.0594117647058825
FOFCL000028469404,DATE_RANGE,HOME_DELIVERY,SELLER,GAMERSGSC-SC0FFADA48D55E4,SELLER,CROSSDOCK_HUB,MAILAMERICAS,4,2,2,1,False,True,1,249.02,70.0,11400,30,False,False,False,True,0.8384511784511784
FOFCL000028469427,REGULAR,HOME_DELIVERY,SELLER,COMPUTACION CYEGSC-SCA49818E5A9B37,SELLER,THREE_PL_HUB,CHILEXPRESS,4,2,2,1,False,True,1,36.5,8.0,540,30,False,False,False,True,1.0735294117647058
FOFCL000028469469,DATE_RANGE,HOME_DELIVERY,SELLER,PALIKOSFITNESS SPAGSC-SC1037BCC7382F8,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,2,84.5,6.0,840,35,False,False,False,True,0.2845117845117845
FOFCL000028469485,REGULAR,HOME_DELIVERY,SELLER,NESTLÃ‰GSC-SCEADBDDFD550B6,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,26.0,8.0,660,30,False,False,False,True,0.7647058823529411
FOFCL000028469475,REGULAR,HOME_DELIVERY,SELLER,COMERCIAL IRISGSC-SCA0955FA505910,SELLER,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,37.0,8.0,570,30,False,False,False,True,1.088235294117647
FOFCL000028469451,REGULAR,HOME_DELIVERY,SELLER,LIPPIGSC-SCE362255310206,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,26.0,8.0,720,65,False,False,False,True,0.7647058823529411
FOFCL000028469411,REGULAR,HOME_DELIVERY,WAREHOUSE,FALABELLA LOF3 - 9992,FALABELLA,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,50.0,15.98,240,20,False,False,False,False,1.4705882352941178
FOFCL000028469470,REGULAR,HOME_DELIVERY,SELLER,TELOTENEMOSGSC-SCFF63A090E87C4,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.17,4.0,420,30,False,False,False,True,0.7402941176470589
FOFCL000028469386,MESON,COLLECT,SELLER,BIZA.CLGSC-SC77BD1D65D5FEC,SELLER,STORE,TOTTUS,6,3,3,2,True,True,2,28.17,8.0,780,70,False,False,False,True,1.0834615384615385
FOFCL000028469479,REGULAR,HOME_DELIVERY,SELLER,AMERICA DECORAGSC-SC8B3E117014A9B,SELLER,WAREHOUSE,HOME DELIVERY CORP,6,3,3,2,True,True,1,217.5,168.0,7350,65,False,True,False,True,6.397058823529412
FOFCL000028469468,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,SODIMAC,6,3,3,2,True,True,3,36.17,27.0,570,60,False,False,False,False,1.3911538461538462
FOFCL000028469491,REGULAR,HOME_DELIVERY,SELLER,SAMSUNGGSC-SC3BAC60CA5B790,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,21.17,1.0,240,35,True,False,False,True,0.6226470588235294
FOFCL000028469446,MESON,COLLECT,SELLER,LIPPIGSC-SCE362255310206,SELLER,STORE,SODIMAC,6,3,3,2,True,True,2,28.17,8.0,780,70,False,False,False,True,1.0834615384615385
FOFCL000028469439,MESON,COLLECT,STORE,FALABELLA ANTOFAGASTA,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028469429,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,2,33.17,27.0,450,25,False,False,False,False,0.9755882352941176
FOFCL000028469423,REGULAR,HOME_DELIVERY,SELLER,COLLOKYGSC-SC99EB0F8DD43A9,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,50.02,1.0,240,35,True,False,False,True,1.4711764705882353
FOFCL000028469422,REGULAR,HOME_DELIVERY,SELLER,TOMMY HILFIGERGSC-SC8D783BC2A0964,SELLER,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,25.17,8.0,660,30,False,False,False,True,0.7402941176470589
FOFCL000028469465,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,PICKUP_POINT,CHILEXPRESS,8,4,4,3,True,True,2,106.02,27.0,810,90,False,True,True,False,4.077692307692308
FOFCL000028469483,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,2,33.17,27.0,450,25,False,False,False,False,0.9755882352941176
FOFCL000028469447,MESON,COLLECT,SELLER,LOLA COSMETICSGSC-SCF0C6F656E3108,SELLER,PICKUP_POINT,CHILEXPRESS,6,3,3,2,True,True,2,25.67,6.0,720,70,False,False,False,True,0.9873076923076923
FOFCL000028469405,MESON,COLLECT,SELLER,FERRACINIGSC-SC55C9919E5D140,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,1.0,420,105,True,False,True,True,1.0769230769230769
FOFCL000027944233,MESON,COLLECT,SELLER,CANTABRICA CHILE SAGSC-SC0C93C60B0487C,SELLER,STORE,SODIMAC,10,5,5,4,True,True,3,28.17,1.0,540,125,True,False,True,True,1.0834615384615385
FOFCL000028469415,REGULAR,HOME_DELIVERY,SELLER,MODERNA LIMITADAGSC-SCAF5C2D5FE59CA,SELLER,THREE_PL_HUB,CHILEXPRESS,4,2,2,1,False,True,2,60.5,6.0,420,35,False,False,False,True,1.7794117647058822
FOFCL000028469457,MESON,COLLECT,STORE,FALABELLA PLAZA EL TRÃ‰BOL,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028469401,MESON,COLLECT,SELLER,PERFECT CHILE STOREGSC-SC0F1EF5E92D99A,SELLER,STORE,TOTTUS,6,3,3,2,True,True,2,28.17,1.0,360,75,True,False,False,True,1.0834615384615385
FOFCL000028469443,MESON,COLLECT,SELLER,ADIDASGSC-SC4A3A245A2003B,SELLER,STORE,TOTTUS,6,3,3,2,True,True,2,28.17,8.0,780,70,False,False,False,True,1.0834615384615385
FOFCL000028469506,MESON,COLLECT,STORE,FALABELLA PLAZA NORTE,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028321525,MESON,COLLECT,STORE,FALABELLA PARQUE ARAUCO,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028469452,REGULAR,HOME_DELIVERY,SELLER,KIOS CLUB AMERICAN SUPERMARKETGSC-SC1B0ABF428BA93,SELLER,WAREHOUSE,HOME DELIVERY CORP,8,4,4,3,True,True,2,26.0,1.0,420,105,True,False,True,True,0.7647058823529411
FOFCL000028469627,REGULAR,HOME_DELIVERY,SELLER,SKECHERSGSC-SC7D5BDBBD66E71,SELLER,THREE_PL_HUB,CHILEXPRESS,4,2,2,1,False,True,1,36.5,8.0,540,30,False,False,False,True,1.0735294117647058
FOFCL000028469409,DATE_RANGE,HOME_DELIVERY,SELLER,MENTA ROSAGSC-SC71361A8E83F13,SELLER,THREE_PL_HUB,CHILEXPRESS,4,2,2,1,False,True,2,60.0,8.0,720,35,False,False,False,True,0.20202020202020202
FOFCL000028469467,REGULAR,HOME_DELIVERY,SELLER,AURA ZEUSGSC-SCCF0142EB9DDF8,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,2,36.5,6.0,420,35,False,False,False,True,1.0735294117647058
FOFCL000028400257,MESON,COLLECT,STORE,FALABELLA ARAUCO MAIPÃš,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028469431,MESON,COLLECT,STORE,FALABELLA IQUIQUE,FALABELLA,STORE,FALABELLA,2,1,1,0,False,False,1,13.0,1.0,60,5,True,False,False,False,0.5
FOFCL000028469545,MESON,COLLECT,WAREHOUSE,LOF1-FBY-9006,FALABELLA,STORE,TOTTUS,6,3,3,2,True,True,3,108.17,27.0,570,60,False,True,False,False,4.160384615384616
FOFCL000028469521,REGULAR,HOME_DELIVERY,SELLER,DREAMBEDGSC-SC95BCC3D53DD18,SELLER,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,36.02,2.0,210,35,True,False,False,True,1.0594117647058825
FOFCL000028469602,DATE_RANGE,HOME_DELIVERY,SELLER,TOP SELLERGSC-SCB2EC7DFB8B802,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,1,84.5,8.0,2400,30,False,False,False,True,0.2845117845117845
FOFCL000028469432,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,34.0,16.5,330,20,False,False,False,False,1.0
FOFCL000028469424,REGULAR,HOME_DELIVERY,STORE,FALABELLA LA DEHESA,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,62.18,7.0,300,20,False,False,False,False,1.8288235294117647
FOFCL000028469487,REGULAR,HOME_DELIVERY,STORE,FALABELLA PLAZA OESTE,FALABELLA,CROSSDOCK_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,1,63.18,8.0,300,20,False,False,False,False,1.858235294117647
FOFCL000028469456,MESON,COLLECT,SELLER,NOWHEREGSC-SC79C04B2C59435,SELLER,STORE,FALABELLA,6,3,3,2,True,True,2,28.0,1.0,360,75,True,False,False,True,1.0769230769230769
FOFCL000028469434,DATE_RANGE,HOME_DELIVERY,SELLER,NEUMATICOS DEL MAULEGSC-SC7E8C11D3E59BD,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,2,84.5,6.0,840,35,False,False,False,True,0.2845117845117845
FOFCL000028469462,MESON,COLLECT,SELLER,STILO KIDSGSC-SCFA00A6AD28AC9,SELLER,PICKUP_POINT,BLUEEXPRESS,6,3,3,2,True,True,2,25.52,6.0,720,70,False,False,False,True,0.9815384615384615
FOFCL000028469442,MESON,COLLECT,SELLER,MUNDI FASHIONGSC-SC2220EB2210069,SELLER,STORE,TOTTUS,8,4,4,3,True,True,2,28.17,1.0,480,105,True,False,True,True,1.0834615384615385
FOFCL000028469440,MESON,COLLECT,SELLER,SILK PERFUMESGSC-SCC41C79FD6C61D,SELLER,STORE,FALABELLA,8,4,4,3,True,True,2,28.0,1.0,420,105,True,False,True,True,1.0769230769230769
FOFCL000028469484,REGULAR,HOME_DELIVERY,WAREHOUSE,LOF1-FBY-9006,FALABELLA,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,34.0,25.0,330,20,False,False,False,False,1.0
FOFCL000028469500,REGULAR,HOME_DELIVERY,SELLER,AURA ZEUSGSC-SCCF0142EB9DDF8,SELLER,SELLER,FALAFLEX,2,1,1,0,False,False,1,10.98,1.0,60,15,True,False,False,True,0.32294117647058823
FOFCL000028469502,REGULAR,HOME_DELIVERY,SELLER,E&B COMPAÃ‘IAGSC-SCC29B958BEC6E2,SELLER,WAREHOUSE,HOME DELIVERY CORP,4,2,2,1,False,True,1,37.0,1.0,150,35,True,False,False,True,1.088235294117647
FOFCL000028469504,REGULAR,HOME_DELIVERY,SELLER,TIENDA OFICIAL HPGSC-SC9F2B990557C7F,SELLER,THREE_PL_HUB,BLUEEXPRESS,4,2,2,1,False,True,1,36.5,8.0,540,30,False,False,False,True,1.0735294117647058
FOFCL000028469449,REGULAR,HOME_DELIVERY,STORE,FALABELLA CHILLÃN II,FALABELLA,THREE_PL_HUB,HOME DELIVERY CORP,4,2,2,1,False,True,2,50.0,12.0,240,25,False,False,False,False,1.4705882352941178
